ENSG00000198888	MT-ND1
ENSG00000066382	MPPED2
ENSG00000214943	GPR33
ENSG00000242498	ARPIN
ENSG00000260325	HSPB9
ENSG00000100147	CCDC134
ENSG00000168140	VASN
ENSG00000174996	KLC2
ENSG00000181817	LSM10
ENSG00000177679	SRRM3
ENSG00000130830	MPP1
ENSG00000085224	ATRX
ENSG00000148737	TCF7L2
ENSG00000143340	FAM163A
ENSG00000159339	PADI4
ENSG00000100030	MAPK1
ENSG00000189030	VHL
ENSG00000197150	ABCB8
ENSG00000164694	FNDC1
ENSG00000134571	MYBPC3
ENSG00000163755	HPS3
ENSG00000151327	1700047I17RIK2
ENSG00000151327	FAM177A
ENSG00000171551	ECEL1
ENSG00000137225	CAPN11
ENSG00000170962	PDGFD
ENSG00000123104	ITPR2
ENSG00000180921	FAM83H
ENSG00000182511	FES
ENSG00000066697	MSANTD3
ENSG00000128519	TAS2R118
ENSG00000126746	ZFP384
ENSG00000260220	CCDC187
ENSG00000137824	RMDN3
ENSG00000225663	FAM195B
ENSG00000167618	LAIR1
ENSG00000109084	TMEM97
ENSG00000136352	NKX2-1
ENSG00000135577	NMBR
ENSG00000100554	ATP6V1D
ENSG00000173218	VANGL1
ENSG00000279111	OLFR248
ENSG00000279111	OLFR417
ENSG00000177143	CETN1
ENSG00000188372	ZP3
ENSG00000187323	DCC
ENSG00000087085	ACHE
ENSG00000160953	MUM1
ENSG00000101190	TCFL5
ENSG00000161031	PGLYRP2
ENSG00000012504	NR1H4
ENSG00000276644	DACH1
ENSG00000138119	MYOF
ENSG00000103064	SLC7A6
ENSG00000167113	COQ4
ENSG00000054523	KIF1B
ENSG00000162843	WDR64
ENSG00000107164	FUBP3
ENSG00000181704	YIPF6
ENSG00000176200	OLFR1423
ENSG00000184979	USP18
ENSG00000211818	TRAV23
ENSG00000196363	WDR5
ENSG00000184530	2310057J18RIK
ENSG00000207303	RNY3
ENSG00000106571	GLI3
ENSG00000202343	GM24406
ENSG00000108352	RAPGEFL1
ENSG00000118518	RNF146
ENSG00000126217	MCF2L
ENSG00000277734	TRAC
ENSG00000252599	GM22165
ENSG00000127780	OLFR391-PS
ENSG00000127780	OLFR394
ENSG00000127780	OLFR390
ENSG00000127780	OLFR382
ENSG00000127780	OLFR20
ENSG00000127780	OLFR376
ENSG00000127780	OLFR385
ENSG00000127780	OLFR1
ENSG00000127780	OLFR384
ENSG00000127780	OLFR396-PS1
ENSG00000127780	OLFR378
ENSG00000127780	OLFR381
ENSG00000127780	OLFR23
ENSG00000127780	OLFR393
ENSG00000238390	SNORA81
ENSG00000238390	GM22519
ENSG00000167967	E4F1
ENSG00000126895	AVPR2
ENSG00000162390	ACOT11
ENSG00000206776	GM22303
ENSG00000206746	GM24701
ENSG00000206746	GM25354
ENSG00000170927	PKHD1
ENSG00000005075	POLR2J
ENSG00000276610	SNORD64
ENSG00000200683	GM22675
ENSG00000144504	ANKMY1
ENSG00000180182	MED14
ENSG00000117155	SSX2IP
ENSG00000137818	GM10073
ENSG00000137818	RPLP1
ENSG00000274790	RNY3
ENSG00000146285	SCML4
ENSG00000116237	ICMT
ENSG00000103496	STX4A
ENSG00000223299	GM23533
ENSG00000223299	GM24632
ENSG00000266094	RASSF5
ENSG00000211677	IGLC4
ENSG00000211677	IGLC1
ENSG00000211677	IGLL1
ENSG00000137500	CCDC90B
ENSG00000187513	GJA4
ENSG00000152463	OLAH
ENSG00000146223	RPL7L1
ENSG00000221015	GM26044
ENSG00000252029	GM27362
ENSG00000171219	CDC42BPG
ENSG00000181826	RELL1
ENSG00000114923	SLC4A3
ENSG00000222686	GM26254
ENSG00000099866	MADCAM1
ENSG00000023697	DERA
ENSG00000032444	PNPLA6
ENSG00000199220	GM22016
ENSG00000199220	GM22508
ENSG00000199220	GM24372
ENSG00000071575	TRIB2
ENSG00000200105	GM22157
ENSG00000200105	GM24531
ENSG00000143185	XCL1
ENSG00000196917	HCAR1
ENSG00000169972	PUSL1
ENSG00000163545	NUAK2
ENSG00000166960	CCDC178
ENSG00000132688	NES
ENSG00000113387	SUB1
ENSG00000129128	ARXES1
ENSG00000129128	SPCS3
ENSG00000129128	ARXES2
ENSG00000252459	GM23202
ENSG00000044012	GUCA2B
ENSG00000156990	RPUSD3
ENSG00000089199	CHGB
ENSG00000202474	GM25348
ENSG00000220205	VAMP2
ENSG00000103254	FAM173A
ENSG00000205213	LGR4
ENSG00000154736	ADAMTS5
ENSG00000123213	NLN
ENSG00000265818	EEF1E1
ENSG00000120837	NFYB
ENSG00000188312	CENPP
ENSG00000262660	SLC25A10
ENSG00000222429	GM23641
ENSG00000145309	CABS1
ENSG00000100078	PLA2G3
ENSG00000243073	PRAMEL5
ENSG00000243073	GM3286
ENSG00000243073	GM7942
ENSG00000243073	AC165294.3
ENSG00000243073	AC123873.2
ENSG00000243073	GM16429
ENSG00000243073	PRAMEL4
ENSG00000243073	AC123873.3
ENSG00000243073	GM13119
ENSG00000243073	AC164084.3
ENSG00000243073	PRAMEF6
ENSG00000243073	AC125178.2
ENSG00000243073	AC140325.2
ENSG00000243073	AC140325.4
ENSG00000243073	GM7982
ENSG00000243073	GM7792
ENSG00000243073	GM13084
ENSG00000243073	GM13102
ENSG00000243073	B020004J07RIK
ENSG00000243073	GM7971
ENSG00000243073	GM13078
ENSG00000243073	GM13128
ENSG00000243073	GM10424
ENSG00000243073	AC125178.1
ENSG00000243073	OOG1
ENSG00000243073	GM13101
ENSG00000243073	GM6205
ENSG00000243073	GM13040
ENSG00000243073	GM13125
ENSG00000243073	PRAMEL7
ENSG00000243073	GM12789
ENSG00000243073	GM13089
ENSG00000243073	GM6351
ENSG00000243073	PRAMEL1
ENSG00000243073	GM7682
ENSG00000243073	AC125178.3
ENSG00000243073	GM12790
ENSG00000243073	PRAMEF25
ENSG00000243073	AC124606.1
ENSG00000243073	PRAMEF17
ENSG00000243073	GM10436
ENSG00000243073	AC163611.1
ENSG00000243073	GM13088
ENSG00000243073	AC165294.1
ENSG00000243073	AC165294.2
ENSG00000243073	AC123873.1
ENSG00000243073	GM3259
ENSG00000243073	OOG4
ENSG00000243073	GM13057
ENSG00000243073	AC124606.2
ENSG00000243073	GM16522
ENSG00000243073	GM12800
ENSG00000243073	GM16513
ENSG00000243073	BC080695
ENSG00000243073	GM12794
ENSG00000243073	AC164084.2
ENSG00000243073	OOG2
ENSG00000243073	D5ERTD577E
ENSG00000243073	PRAMEF12
ENSG00000243073	GM13023
ENSG00000243073	C130073F10RIK
ENSG00000243073	AC163611.2
ENSG00000243073	GM16427
ENSG00000243073	GM13083
ENSG00000243073	C87977
ENSG00000243073	AC140325.3
ENSG00000243073	GM13103
ENSG00000243073	PRAMEL6
ENSG00000243073	GM13043
ENSG00000243073	AA792892
ENSG00000243073	AC140365.1
ENSG00000243073	C87499
ENSG00000243073	AC140325.1
ENSG00000243073	AC133095.2
ENSG00000243073	GM3139
ENSG00000243073	GM6367
ENSG00000243073	AC133095.1
ENSG00000243073	GM16367
ENSG00000243073	BC061212
ENSG00000243073	E330014E10RIK
ENSG00000243073	GM3106
ENSG00000243073	GM7978
ENSG00000243073	GM2042
ENSG00000243073	PRAMEF8
ENSG00000243073	C87414
ENSG00000243073	OOG3
ENSG00000243073	GM6502
ENSG00000243073	GM6509
ENSG00000243073	GM3183
ENSG00000243073	AC126035.1
ENSG00000243073	GM3147
ENSG00000252906	GM24718
ENSG00000252906	SCARNA3B
ENSG00000252906	GM22387
ENSG00000252906	GM25119
ENSG00000252906	SCARNA3A
ENSG00000252906	GM22416
ENSG00000088888	MAVS
ENSG00000253074	GM26371
ENSG00000170921	TANC2
ENSG00000206625	GM25547
ENSG00000206625	GM22246
ENSG00000206625	GM25127
ENSG00000206625	GM23512
ENSG00000206625	GM26295
ENSG00000206625	GM24458
ENSG00000206625	GM22798
ENSG00000206734	GM24184
ENSG00000262633	GOSR2
ENSG00000252729	GM23407
ENSG00000274183	H2AFB3
ENSG00000174876	AMY1
ENSG00000174876	AMY2A1
ENSG00000174876	AMY2A2
ENSG00000174876	AMY2A5
ENSG00000174876	AMY2A3
ENSG00000174876	AMY2A4
ENSG00000075275	CELSR1
ENSG00000187479	GM13889
ENSG00000239264	TXNDC5
ENSG00000117054	ACADM
ENSG00000251953	GM23918
ENSG00000221304	GM25111
ENSG00000277258	PCGF2
ENSG00000184602	SNN
ENSG00000021355	SERPINB1C
ENSG00000021355	SERPINB1B
ENSG00000021355	SERPINB1A
ENSG00000171314	PGAM1
ENSG00000217442	SYCE3
ENSG00000153944	MSI2
ENSG00000231396	USP17LD
ENSG00000231396	USP17LA
ENSG00000231396	USP17LE
ENSG00000231396	USP17LB
ENSG00000231396	USP17LC
ENSG00000198704	GPX6
ENSG00000207234	GM26501
ENSG00000138356	AOX1
ENSG00000120860	CCDC53
ENSG00000131097	HIGD1B
ENSG00000011304	PTBP1
ENSG00000252964	GM25553
ENSG00000110427	D430041D05RIK
ENSG00000120729	MYOT
ENSG00000176787	OLFR589
ENSG00000280636	GM22504
ENSG00000262814	MRPL12
ENSG00000094804	CDC6
ENSG00000202347	GM25587
ENSG00000201662	GM22443
ENSG00000119333	WDR34
ENSG00000132639	SNAP25
ENSG00000122756	CNTFR
ENSG00000141384	TAF4B
ENSG00000199990	VAULTRC5
ENSG00000200556	GM25643
ENSG00000163291	PAQR3
ENSG00000164659	9330182L06RIK
ENSG00000252282	GM24035
ENSG00000222760	GM24635
ENSG00000180776	ZDHHC20
ENSG00000223306	GM26485
ENSG00000047249	ATP6V1H
ENSG00000100592	DAAM1
ENSG00000143106	GM8394
ENSG00000143106	PSMA5
ENSG00000109320	NFKB1
ENSG00000252149	GM27490
ENSG00000206907	GM23032
ENSG00000163599	CTLA4
ENSG00000135596	MICAL1
ENSG00000165194	PCDH19
ENSG00000204592	H2-M3
ENSG00000204592	H2-M10.1
ENSG00000204592	H2-M11
ENSG00000204592	H2-Q7
ENSG00000204592	H2-M10.5
ENSG00000204592	H2-T10
ENSG00000204592	H2-T23
ENSG00000204592	GM11127
ENSG00000204592	H2-K1
ENSG00000204592	H2-M2
ENSG00000204592	H2-M9
ENSG00000204592	H2-Q1
ENSG00000204592	H2-Q6
ENSG00000204592	H2-M1
ENSG00000204592	H2-Q10
ENSG00000204592	GM7030
ENSG00000204592	H2-Q4
ENSG00000204592	H2-T22
ENSG00000204592	H2-M10.2
ENSG00000204592	H2-M10.3
ENSG00000204592	H2-M10.4
ENSG00000204592	H2-M5
ENSG00000204592	H2-Q5
ENSG00000204592	H2-M10.6
ENSG00000204592	H2-BL
ENSG00000204592	H2-D1
ENSG00000204592	H2-T3
ENSG00000204592	H2-T24
ENSG00000204592	H2-Q2
ENSG00000204592	GM8909
ENSG00000187054	TMPRSS11A
ENSG00000117013	KCNQ4
ENSG00000206745	GM24960
ENSG00000135913	USP37
ENSG00000130402	ACTN4
ENSG00000146350	TBC1D32
ENSG00000201330	GM26252
ENSG00000213533	TMEM110
ENSG00000154518	ATP5G3
ENSG00000135679	MDM2
ENSG00000277203	F8A
ENSG00000124795	DEK
ENSG00000173013	CCDC96
ENSG00000258429	PDF
ENSG00000155621	1110059E24RIK
ENSG00000116095	PLEKHA3
ENSG00000199226	GM23516
ENSG00000199226	GM26255
ENSG00000180891	CUEDC1
ENSG00000200278	N-R5S194
ENSG00000123349	PFDN5
ENSG00000165457	FOLR2
ENSG00000133657	ATP13A3
ENSG00000148942	SLC5A12
ENSG00000153002	CPB1
ENSG00000172243	CLEC7A
ENSG00000113575	PPP2CA
ENSG00000171189	GRIK1
ENSG00000200216	GM23038
ENSG00000133026	MYH10
ENSG00000212459	GM23614
ENSG00000200303	GM24737
ENSG00000182118	FAM89A
ENSG00000223060	GM24184
ENSG00000103160	HSDL1
ENSG00000277678	GM23827
ENSG00000251904	N-R5S73
ENSG00000251904	GM24808
ENSG00000137252	HCRTR2
ENSG00000076864	RAP1GAP
ENSG00000169855	ROBO1
ENSG00000200422	SNORD45B
ENSG00000252238	GM23663
ENSG00000173253	DMRT2
ENSG00000186417	GLDN
ENSG00000277830	GM27494
ENSG00000282872	RP23-354H24.9
ENSG00000133134	BEX2
ENSG00000133134	BEX1
ENSG00000122641	INHBA
ENSG00000186364	NUDT17
ENSG00000136444	RSAD1
ENSG00000198931	APRT
ENSG00000212122	TSSK1
ENSG00000142025	DMRTC2
ENSG00000185585	OLFML2A
ENSG00000278263	IGHV3-5
ENSG00000278263	IGHV3-1
ENSG00000278263	IGHV3-3
ENSG00000278263	IGHV3-6
ENSG00000278263	IGHV3-8
ENSG00000278263	IGHV3-4
ENSG00000076685	NT5C2
ENSG00000163832	ELP6
ENSG00000196826	ZFP872
ENSG00000136026	CKAP4
ENSG00000139190	VAMP1
ENSG00000204590	GNL1
ENSG00000207198	GM25577
ENSG00000207198	GM25628
ENSG00000207198	GM22749
ENSG00000153060	TEKT5
ENSG00000198417	MT2
ENSG00000186501	TMEM222
ENSG00000199942	GM22205
ENSG00000207419	GM22478
ENSG00000111224	PARP11
ENSG00000252404	GM25434
ENSG00000160973	FOXH1
ENSG00000207242	GM24150
ENSG00000102683	SGCG
ENSG00000131143	COX4I1
ENSG00000177302	TOP3A
ENSG00000280496	GM23377
ENSG00000207392	SNORA20
ENSG00000093183	SEC22C
ENSG00000212482	GM24304
ENSG00000102962	CCL22
ENSG00000275634	GM27572
ENSG00000239008	SNORA78
ENSG00000133710	SPINK5
ENSG00000281516	GM23370
ENSG00000281516	GM26413
ENSG00000281516	GM25820
ENSG00000281516	GM22897
ENSG00000281516	GM25058
ENSG00000281516	GM25825
ENSG00000281516	GM22813
ENSG00000281516	GM26039
ENSG00000200496	GM23182
ENSG00000146555	SDK1
ENSG00000278287	GM27747
ENSG00000171657	GPR82
ENSG00000187024	PTRH1
ENSG00000277127	GM25735
ENSG00000277127	GM24576
ENSG00000277127	GM23563
ENSG00000277127	GM25072
ENSG00000277127	GM24809
ENSG00000277127	GM25574
ENSG00000277127	GM27854
ENSG00000277127	GM27896
ENSG00000277127	GM22993
ENSG00000277127	GM27956
ENSG00000277127	GM22906
ENSG00000277127	GM27651
ENSG00000277127	GM27316
ENSG00000277127	GM22662
ENSG00000277127	GM22642
ENSG00000277127	GM27826
ENSG00000120662	MTRF1
ENSG00000167646	DNAAF3
ENSG00000222488	GM23847
ENSG00000131051	RBM39
ENSG00000166091	CMTM5
ENSG00000169071	ROR2
ENSG00000116350	SRSF4
ENSG00000170956	CEACAM3
ENSG00000170956	CEACAM5
ENSG00000170956	PSG27
ENSG00000170956	CEACAM11
ENSG00000170956	PSG23
ENSG00000170956	CEACAM12
ENSG00000170956	CEACAM14
ENSG00000170956	PSG21
ENSG00000170956	CEACAM15
ENSG00000170956	PSG25
ENSG00000170956	PSG18
ENSG00000170956	CEACAM13
ENSG00000170956	CEACAM9
ENSG00000170956	PSG20
ENSG00000170956	PSG22
ENSG00000170956	PSG19
ENSG00000170956	PSG26
ENSG00000170956	PSG16
ENSG00000170956	CEACAM10
ENSG00000170956	PSG17
ENSG00000170956	PSG29
ENSG00000170956	PSG28
ENSG00000181019	NQO1
ENSG00000114779	ABHD14B
ENSG00000172366	FAM195A
ENSG00000107104	KANK1
ENSG00000132670	PTPRA
ENSG00000128245	YWHAH
ENSG00000135002	RFK
ENSG00000171793	CTPS
ENSG00000139112	GABARAPL1
ENSG00000123609	NMI
ENSG00000161970	RPL26
ENSG00000159593	NAE1
ENSG00000143479	DYRK3
ENSG00000186185	KIF18B
ENSG00000184368	MAP7D2
ENSG00000126231	PROZ
ENSG00000117410	ATP6V0B
ENSG00000171033	PKIA
ENSG00000175066	GK5
ENSG00000153015	CWC27
ENSG00000072778	ACADVL
ENSG00000088305	DNMT3B
ENSG00000132704	FCRLS
ENSG00000183032	SLC25A21
ENSG00000198478	SH3BGRL2
ENSG00000135372	NAT10
ENSG00000185926	OLFR1258
ENSG00000162607	USP1
ENSG00000167702	KIFC2
ENSG00000188959	D630039A03RIK
ENSG00000152977	ZIC1
ENSG00000275229	GM23827
ENSG00000105866	SP4
ENSG00000118965	WDR35
ENSG00000161939	0610010K14RIK
ENSG00000201467	SNORA16A
ENSG00000177728	TMEM94
ENSG00000145335	SNCA
ENSG00000172724	GM2564
ENSG00000172724	CR974586.3
ENSG00000172724	CR974586.5
ENSG00000172724	CCL19
ENSG00000106952	TNFSF8
ENSG00000165186	PTCHD1
ENSG00000011114	BTBD7
ENSG00000104369	JPH1
ENSG00000020426	MNAT1
ENSG00000035141	FAM136B-PS
ENSG00000035141	FAM136A
ENSG00000189430	NCR1
ENSG00000110841	PPFIBP1
ENSG00000085831	TTC39A
ENSG00000152404	CWF19L2
ENSG00000090060	PAPOLA
ENSG00000134242	PTPN22
ENSG00000125166	GOT2
ENSG00000148204	CRB2
ENSG00000224586	GPX5
ENSG00000102524	TNFSF13B
ENSG00000163866	SMIM12
ENSG00000138107	ACTR1A
ENSG00000103021	CCDC113
ENSG00000187535	IFT140
ENSG00000125815	CST8
ENSG00000105298	CACTIN
ENSG00000114354	TFG
ENSG00000183060	LYSMD4
ENSG00000160180	TFF3
ENSG00000156675	RAB11FIP1
ENSG00000053371	AKR7A5
ENSG00000072042	RDH11
ENSG00000121753	ADGRB2
ENSG00000115504	EHBP1
ENSG00000245680	ZFP27
ENSG00000138152	BTBD16
ENSG00000158062	UBXN11
ENSG00000136098	NEK3
ENSG00000173715	GM960
ENSG00000113319	RASGRF2
ENSG00000051108	HERPUD1
ENSG00000174038	1700022I11RIK
ENSG00000125740	FOSB
ENSG00000070770	CSNK2A2
ENSG00000104969	SGTA
ENSG00000102053	ZC3H12B
ENSG00000162723	SLAMF9
ENSG00000276289	KCNE1
ENSG00000112667	DNPH1
ENSG00000075399	VPS9D1
ENSG00000139304	PTPRQ
ENSG00000215262	KCNU1
ENSG00000183690	EFHC2
ENSG00000113108	SRA1
ENSG00000205693	MANSC4
ENSG00000129221	AIPL1
ENSG00000161013	MGAT4B
ENSG00000242852	ZFP872
ENSG00000131435	PDLIM4
ENSG00000136436	CALCOCO2
ENSG00000115944	COX7A2L
ENSG00000161243	FBXO27
ENSG00000213085	CFAP45
ENSG00000266265	KLF14
ENSG00000165185	E130308A19RIK
ENSG00000104381	GDAP1
ENSG00000243335	KCTD7
ENSG00000106823	ECM2
ENSG00000070961	ATP2B1
ENSG00000211452	DIO1
ENSG00000149231	CCDC82
ENSG00000153071	DAB2
ENSG00000064201	TSPAN32
ENSG00000134343	ANO3
ENSG00000206190	ATP10A
ENSG00000160294	MCM3AP
ENSG00000103769	RAB11A
ENSG00000177272	KCNA3
ENSG00000033100	CHPF2
ENSG00000197136	PCNXL3
ENSG00000156599	ZDHHC5
ENSG00000171951	SCG2
ENSG00000147596	PRDM14
ENSG00000074054	CLASP1
ENSG00000152642	GPD1L
ENSG00000116176	TPSG1
ENSG00000150867	PIP4K2A
ENSG00000136939	OLFR365
ENSG00000136939	OLFR364-PS1
ENSG00000164532	TBX20
ENSG00000142168	SOD1
ENSG00000241123	GM3233
ENSG00000241123	GM9507
ENSG00000241123	KRTAP10-4
ENSG00000241123	GM3250
ENSG00000241123	GM19668
ENSG00000241123	GM7137
ENSG00000241123	GM7138
ENSG00000241123	GM3238
ENSG00000241123	GM19402
ENSG00000013297	CLDN11
ENSG00000124664	SPDEF
ENSG00000242515	UGT1A8
ENSG00000242515	UGT1A10
ENSG00000242515	UGT1A9
ENSG00000167613	LAIR1
ENSG00000188155	GM3233
ENSG00000188155	GM9507
ENSG00000188155	KRTAP10-4
ENSG00000188155	GM3250
ENSG00000188155	GM19668
ENSG00000188155	GM7137
ENSG00000188155	GM7138
ENSG00000188155	GM3238
ENSG00000188155	GM19402
ENSG00000101276	SLC52A3
ENSG00000272804	GM3233
ENSG00000272804	GM9507
ENSG00000272804	KRTAP10-4
ENSG00000272804	GM3250
ENSG00000272804	GM19668
ENSG00000272804	GM7137
ENSG00000272804	GM7138
ENSG00000272804	GM3238
ENSG00000272804	GM19402
ENSG00000260371	COG8
ENSG00000184277	TM2D3
ENSG00000166147	FBN1
ENSG00000168246	UBTD2
ENSG00000082212	ME2
ENSG00000081248	CACNA1S
ENSG00000183273	CCDC60
ENSG00000211813	TRDV1
ENSG00000111666	CHPT1
ENSG00000152242	8030462N17RIK
ENSG00000167491	GATAD2A
ENSG00000065029	ZFP523
ENSG00000169992	NLGN2
ENSG00000236320	SLFN14
ENSG00000171459	OLFR365
ENSG00000171459	OLFR364-PS1
ENSG00000129538	RNASE1
ENSG00000182934	SRPR
ENSG00000163481	RNF25
ENSG00000100558	PLEK2
ENSG00000188869	TMC3
ENSG00000039600	SOX30
ENSG00000111906	HDDC2
ENSG00000112130	GM28043
ENSG00000112130	RNF8
ENSG00000102302	FGD1
ENSG00000171446	KRT27
ENSG00000172602	RND1
ENSG00000178338	ZFP354B
ENSG00000166164	BRD7
ENSG00000104043	ATP8B4
ENSG00000005156	LIG3
ENSG00000135930	EIF4E2
ENSG00000136877	FPGS
ENSG00000114316	USP4
ENSG00000198721	ECI3
ENSG00000198721	ECI2
ENSG00000064607	SUGP2
ENSG00000155926	SLA
ENSG00000232382	OLFR173
ENSG00000232382	OLFR172
ENSG00000204897	KRT25
ENSG00000162961	DPY30
ENSG00000145321	GC
ENSG00000162889	MAPKAPK2
ENSG00000218823	PAPOLB
ENSG00000106772	PRUNE2
ENSG00000165899	OTOGL
ENSG00000184903	IMMP2L
ENSG00000180658	OLFR13
ENSG00000140479	PCSK6
ENSG00000151224	MAT1A
ENSG00000090554	FLT3L
ENSG00000188340	OLFR430
ENSG00000104885	DOT1L
ENSG00000107560	RAB11FIP2
ENSG00000124575	HIST1H1D
ENSG00000189013	KIR3DL1
ENSG00000189013	KIR3DL2
ENSG00000187823	ZCCHC16
ENSG00000099956	SMARCB1
ENSG00000168298	HIST1H1E
ENSG00000184221	OLIG1
ENSG00000125841	NRSN2
ENSG00000095539	SEMA4G
ENSG00000111445	RFC5
ENSG00000112294	ALDH5A1
ENSG00000134533	RERG
ENSG00000128607	KLHDC10
ENSG00000163170	BOLA3
ENSG00000230062	ANKRD66
ENSG00000119403	PHF19
ENSG00000165775	FUNDC2
ENSG00000104611	SH2D4A
ENSG00000064012	CASP8
ENSG00000185627	PSMD13
ENSG00000178623	GPR35
ENSG00000205927	OLIG2
ENSG00000242580	IGKV10-95
ENSG00000242580	IGKV13-85
ENSG00000242580	IGKV19-93
ENSG00000242580	IGKV9-123
ENSG00000242580	IGKV9-124
ENSG00000242580	IGKV14-111
ENSG00000242580	IGKV16-104
ENSG00000242580	IGKV10-94
ENSG00000242580	IGKV14-130
ENSG00000242580	IGKV10-96
ENSG00000242580	IGKV15-103
ENSG00000242580	IGKV9-129
ENSG00000242580	IGKV9-120
ENSG00000242580	GM42543
ENSG00000242580	IGKV14-126
ENSG00000183733	FIGLA
ENSG00000167131	CCDC103
ENSG00000171566	PLRG1
ENSG00000141337	ARSG
ENSG00000111880	RNGTT
ENSG00000158526	TSR2
ENSG00000158480	SPATA2
ENSG00000147081	AKAP4
ENSG00000155833	CYLC2
ENSG00000184995	IFNE
ENSG00000119698	PPP4R4
ENSG00000124659	TBCC
ENSG00000106077	ABHD11
ENSG00000091831	ESR1
ENSG00000123364	HOXC13
ENSG00000161896	IP6K3
ENSG00000165886	UBTD1
ENSG00000187773	FAM69C
ENSG00000196998	WDR45
ENSG00000133313	CNDP2
ENSG00000126461	SCAF1
ENSG00000206527	HACD2
ENSG00000221963	APOL6
ENSG00000031691	CENPQ
ENSG00000071539	TRIP13
ENSG00000139726	DENR
ENSG00000139351	1700013H16RIK
ENSG00000139351	GM21858
ENSG00000139351	GM20888
ENSG00000139351	GM20817
ENSG00000139351	GM21650
ENSG00000139351	GM21209
ENSG00000139351	GM21173
ENSG00000139351	GM773
ENSG00000139351	3830403N18RIK
ENSG00000139351	GM21497
ENSG00000139351	GM20843
ENSG00000139351	GM20937
ENSG00000139351	GM21518
ENSG00000139351	GM28553
ENSG00000145675	PIK3R1
ENSG00000119979	FAM45A
ENSG00000079313	GM7104
ENSG00000079313	REXO1
ENSG00000160808	MYL3
ENSG00000143184	XCL1
ENSG00000055044	NOP58
ENSG00000159479	MED8
ENSG00000120832	MTERF2
ENSG00000092140	G2E3
ENSG00000132603	NIP7
ENSG00000131788	PIAS3
ENSG00000101489	CELF4
ENSG00000145692	BHMT
ENSG00000145692	GM5096
ENSG00000116748	AMPD1
ENSG00000157764	BRAF
ENSG00000198855	FICD
ENSG00000167741	GGT6
ENSG00000127948	POR
ENSG00000144134	RABL2
ENSG00000183072	NKX2-5
ENSG00000137857	DUOX1
ENSG00000137674	MMP20
ENSG00000144730	IL17RD
ENSG00000174279	EVX2
ENSG00000144867	SRPRB
ENSG00000066468	FGFR2
ENSG00000095970	TREM2
ENSG00000161533	ACOX1
ENSG00000118729	CASQ2
ENSG00000117560	FASL
ENSG00000118507	AKAP7
ENSG00000059691	GATB
ENSG00000204007	GLT6D1
ENSG00000133740	E2F5
ENSG00000155903	RASA2
ENSG00000158816	VWA5B1
ENSG00000121067	GM4778
ENSG00000121067	SPOP
ENSG00000121067	GM9117
ENSG00000121067	GM5773
ENSG00000121067	TDPOZ3
ENSG00000121067	GM10697
ENSG00000121067	GM37596
ENSG00000121067	GM4858
ENSG00000121067	TDPOZ5
ENSG00000121067	GM9125
ENSG00000121067	TDPOZ1
ENSG00000121067	TDPOZ4
ENSG00000121067	TDPOZ2
ENSG00000121067	GM10696
ENSG00000121067	GM5286
ENSG00000182551	ADI1
ENSG00000185238	PRMT3
ENSG00000106031	HOXA13
ENSG00000186642	PDE2A
ENSG00000166046	TCP11L2
ENSG00000180318	ALX1
ENSG00000258289	CHURC1
ENSG00000175471	MCTP1
ENSG00000109920	FNBP4
ENSG00000163995	ABLIM2
ENSG00000136002	ARHGEF4
ENSG00000123643	SLC36A1
ENSG00000214078	CPNE1
ENSG00000077522	ACTN2
ENSG00000268714	ARL14EPL
ENSG00000121058	COIL
ENSG00000162368	CMPK1
ENSG00000140264	SERF2
ENSG00000213927	GM13306
ENSG00000213927	CCL27B
ENSG00000213927	CCL27A
ENSG00000141279	NPEPPS
ENSG00000189134	NKAPL
ENSG00000160993	ALKBH4
ENSG00000104903	LYL1
ENSG00000134265	NAPG
ENSG00000148215	OLFR368
ENSG00000119401	TRIM32
ENSG00000006451	RALA
ENSG00000117308	GALE
ENSG00000170967	DDI1
ENSG00000170099	SERPINA6
ENSG00000165502	RPL36A
ENSG00000069018	TRPC7
ENSG00000115091	ACTR3
ENSG00000163466	ARPC2
ENSG00000196358	NTNG2
ENSG00000136518	ACTL6A
ENSG00000129515	SNX6
ENSG00000215131	1700037C18RIK
ENSG00000157181	BC003331
ENSG00000133703	KRAS
ENSG00000116981	NT5C1A
ENSG00000108551	RASD1
ENSG00000117448	AKR1A1
ENSG00000140538	NTRK3
ENSG00000130055	GDPD2
ENSG00000154277	UCHL1
ENSG00000077009	NMRK2
ENSG00000205076	LGALS7
ENSG00000163285	GABRG1
ENSG00000260861	GM5150
ENSG00000260861	GM9733
ENSG00000243489	GM3233
ENSG00000243489	GM9507
ENSG00000243489	KRTAP10-4
ENSG00000243489	GM3250
ENSG00000243489	GM19668
ENSG00000243489	GM7137
ENSG00000243489	GM7138
ENSG00000243489	GM3238
ENSG00000243489	GM19402
ENSG00000026652	AGPAT4
ENSG00000169519	METTL15
ENSG00000152092	ASTN1
ENSG00000221837	GM3233
ENSG00000221837	GM9507
ENSG00000221837	KRTAP10-4
ENSG00000221837	GM3250
ENSG00000221837	GM19668
ENSG00000221837	GM7137
ENSG00000221837	GM7138
ENSG00000221837	GM3238
ENSG00000221837	GM19402
ENSG00000025772	TOMM34
ENSG00000149485	FADS1
ENSG00000089050	RBBP9
