P63101	YWHAZ
E9Q193	ZCCHC7
E9Q9S7	STRA6
F6U6U5	SIK3
F6WL90	SP100
F6YCE8	TEX43
F7D425	ARPP21
J3QPJ5	GM21776
Q3URS7	GM10856
Q3UX44	ZP2
A0A0A6YWG1	MBNL1
A2ARQ2	SERF2
B0QZL6	CAMTA1
E0CXJ4	TGIF1
E9PWY8	MYZAP
E9Q8N5	CLASP2
F7A250	VPS8
J3QPK9	LMAN2L
Q3TX93	ECEL1
Q3UGS3	MBD4
Q3UMM7	ADH7
Q3V0R9	GM10867
E9Q3K0	GM6588
E9Q5F6	UBC
E9Q8I0	CFH
E9QA60	ZFP626
F6PYE1	GALNT1
F6QZB1	ZCCHC10
Q3TWA1	STAU1
Q3TZ77	EPHB3
Q3TZJ2	RABEP2
Q3UD32	CTSS
Q3UGQ6	ZBTB43
A0A087WR32	KHDRBS2
B2RUI9	STIL
E9PZ44	GEMIN8
E9Q9C1	ABLIM1
Q3TET5	PMPCB
Q3TLU9	CENPI
E9Q0Y2	DLK2
G3UXU5	SYNCRIP
G3UYS9	BAZ1A
Q3TDK0	CSF1
Q3TLR5	ATP6V0A1
Q3TT24	PTPRF
Q3UKJ3	FKBP1A
Q3U382	PTPRC
Q3V0Y3	GM6653
Q3V476	CNOT7
Q9CWA8	AGPAT2
E9Q7Q2	KLHL32
E9QAJ6	KLRC1
G3UZN4	BRSK2
Q3TQ26	E430025E21RIK
Q3TSK4	EEF2
Q3U1K9	AP1B1
Q8VHS3	KCNJ1
E9QL72	ADCK2
G3UX87	DLX1
G3UYB0	GM20403
G3UZ84	KCNQ5
Q3TEC9	CNOT6
Q7TT20	SNAP91
Z4YMI1	ST6GALNAC6
E9QLQ1	GM10104
Q3UM93	P2RX7
Q543Y2	CD34
Q8BXB7	GPR22
Q8BLJ4	HEATR1
Q8K3N8	NKX2.2
Q3U5M9	RBM7
Q6ITT0	FXYD2
Q8C576	2700097O09RIK
Q8R467	OLFR20
Q922S5	OS9
Q99KF2	CEP290
Q9D364	PRDM5
A0A0A6YWZ1	ACBD6
D3YTS3	D630045J12RIK
D3YUS5	RASAL2
D3YVV6	HS3ST4
D3YYQ9	APC2
D3Z169	IGSF9B
D3Z7U2	TIPARP
F8WIJ2	DCAF17
Q3V232	ZFP867
Q6PG12	ADCY3
V9GXT3	NAV2
F8WGQ9	KCTD10
H3BJT2	IGFBP4
H3BKD2	SMARCA2
Q8BPV5	APP
A0A075B5V1	IGHV1-31
F8WIU3	ZFP618
H3BL50	CERS4
Q45FE5	RGS7
Q6ZPG8	SEMA6C
A0PJD7	CEP57
Q0P661	PRRG1
Q6RFS9	F3
Q8BHN8	ELMOD2
Q8BTE8	ARMCX2
Q8CA43	A330084C13RIK
S4R1I3	XPNPEP1
A0A0U1RPD8	GTF3C1
A0A0U1RQ98	FURIN
Q3KQQ7	DDX58
Q71VB4	PBX1
A0A0U1RNK1	PRX
A0A0G2JDG1	RNF216
A0A0G2JGA1	ZNHIT6
A0A0G2JDC6	MTF1
A0A0G2JDR9	UBE3C
A0A0G2JDV2	PAPD7
A0A0J9YTQ9	LETM1
A0A0J9YVF2	SCN1A
A0A0U1RP70	GTF3C1
A0A0N4SVH8	ABTB1
E0CYE1	GLB1L2
Q61341	UBE1Y
Q9CUL7	WDR35
Q9D9P6	1700018B24RIK
D6RH62	DDHD1
F6W8F5	OC90
F7BE84	ANKRD50
J9RV59	SLC4A7
Q05BG3	MAP4K5
A0A0B4J1G8	TRBV2
B7ZNR7	KLRB1B
Q8K2W1	NFYA
Q9CT83	COL9A1
Q9D4A3	SPEER3
Q9Z2Y5	CDC7
A0A0A6YWA3	IL18R1
A0A0A6YXU9	TGFB2
A2A9F2	KDF1
A2AQT8	MMADHC
D3Z2K5	TCF7L2
D6RFA5	SGCZ
E0CZ12	RUNX2
Q6Y950	DMRT1B
Q8R391	BC025933
A0A0A6YW13	GM17359
A2A9W5	GGA3
A3KGW0	ODF2
B2KF32	SRPK1
D6RH36	COPS7B
F6VAL0	MFF
F7B673	SLAIN1
G8CZ87	4930503L19RIK
Q6A096	MRPS27
Q6A4K9	SLC22A19
A0A0A0MQI4	DAB1
A0A0A6YWI4	2310009B15RIK
A3KFY5	TEKT2
A6PWK9	ATRX
D3Z5G8	DIP2B
F6XX36	MPDU1
F6YA33	ERCC2
Q3LIF9	PGC-1
Q3U7U8	RAP1A
Q3UVE9	TFAP2B
Q58E52	FCGBP
Q8K2J5	PLXNB2
Q9DCR3	SLC19A1
A8WIT1	TMEM125
B1AYD3	SYNDIG1
B9EK88	ZFP318
B9EKX7	ZFP957
E0CY05	XRCC4
E9PVQ1	FCHSD1
E9Q6P7	SYT8
E9QAB8	SMARCA2
F6S062	CHKA
F6UMF8	TULP4
F7CTY9	SLC9B1
G3UXM4	PEAR1
Q3TYP2	GM10389
Q3ULZ7	P2RX7
A0A0A6YWT3	ANKRD16
E0CXD6	TNIK
E9PZL8	FOXN4
E9Q7H7	HACL1
F6QPV9	ALDH3B3
F6V8R7	RPA2
O88885	SPHK1
Q3U464	RNF141
Q3UDV5	PLSCR1
Q3ULU0	G930045G22RIK
Q3V0I1	GM10874
A0A087WNM4	GM21854
D3YUI8	PASK
D3YXV7	TMEM63B
D3YYK3	CARD6
D3Z3F0	ZFYVE28
D3Z767	TTC33
E9PZY5	CFAP54
E9Q352	AGTPBP1
E9Q4U6	ZFYVE27
H6TMF6	PRKACB
Q8BWI3	MYH10
Q922G6	SPRYD3
A0JLM7	ANKRD13A
Q3TKG4	PSMC3
Q3Y5K4	PTTG1
Q5U481	MDN1
A2AJX0	KLHL32
F6R703	SAFB2
F6RDH3	NEB
Q501P3	SECISBP2L
Q811L2	NEK1
Q8BLT2	WNT3
Q9QZ31	ALDR
Q8C0X4	CENPF
A0A087WSE0	SERPINA1B
A5YMZ3	COXI
C7G3P1	PPFIA3
E3VRZ7	KCNMA1
F6RWM8	ITGAV
J3JS24	MGAT1
Q3UXA1	FBXW20
Q811K7	TRAPPC8
Q8BU41	RSL1
Q91X03	TPTE
Q9WTS9	RBMS2
A8R0U3	ESP10
D3YX14	DDIT3
H3BJG3	XKR6
L7N296	GM3739
Q3TJ33	SLC40A1
Q7TRP9	OLFR654
Q8BS15	UNC45BOS
Q8BYW7	A130023I24RIK
Q8C3I6	D830013O20RIK
Q8CCQ1	TRPC3
Q921J7	CD151
Q9D181	LSM4
A3KMC9	SIRT7
M0QWC6	CDC20B
O19471	MHC
O88239	ZFP157
Q8K1C4	ATG13
Q8K3I2	WFIKKN2
Q9CUJ7	CDK19OS
Q9D3Y5	GM9757
V9GXT1	STRN4
D3YVD3	ENO2
D3YZ32	FIS1
D3Z0I8	TMEM109
D3Z1I8	GM10717
D3Z4R0	AKT1S1
F8WJ72	CDC45
Q5XQL9	H2-AA
Q8BHR7	ZFP653
V9GX60	TEX9
D3YX96	FAM189A1
D3YZK0	POGK
D3Z7F9	SLC38A8
G0XYF0	CERKL
I6L977	CYP2D34
Q6IM74	RTN2
Q6P9T6	ACBD3
H3BLE1	MTA3
Q31211	H2-K1
Q8BTC2	RPAP1
H3BIZ9	AFTPH
H3BKL2	RHOT2
Q6P905	CD48
Q9WUL2	TLE4
S4R1E6	SBK2
B9EHC7	CASQ2
Q0VDN0	KRT78
Q3TAF7	VAV1
S4R2D9	NT5C3
Q0VDW5	SUMF2
Q3UN43	TBC1D5
Q9CV52	GP2
Q3TM55	NCOA7
Q8BTN4	UBA7
A0A0G2JE73	SRRT
A0A0G2JG26	GM3402
A0A0G2JDP6	RNF13
A0A0G2JF55	TET2
A0A0G2JFI3	ODF2L
A0A0G2LB96	TRBV29
A0A0G2JDT8	EGF
A0A0G2JEN8	TFIP11
A0A0J9YUT7	TCF4
A0A0J9YUI0	ZFP936
A0A0J9YUW7	GTF2IRD1
A0A0N4SUZ6	SLCO1C1
A0A0J9YUR9	UBE2K
A0A0N4SWC5	DDX47
Q8C663	RNASE4
Q9Z2U6	SPATA5
B0V2I0	DDR1
D6RFS1	LSG1
D6RI50	4932438A13RIK
D6RJK6	SCARF1
E0CYC7	SULT6B1
E0CZ46	TSTD2
F6RC04	SLC25A25
Q05CF3	INSC
Q3UGU6	CPSF2
Q8K276	ZFP3
Q9D1S6	ANKRD13A
Z4YJV4	OGDH
A0A0A6YW15	ACTL6A
A2A9T1	TBKBP1
A2AB66	HEXIM2
B1AQD3	RAB34
D6RDU0	SH3BP2
D6RHB1	LRRC40
E0CYX7	FXYD5
F6X767	IPMK
F7A7Y6	GM6465
F7CFA5	GLUD1
O89007	MAGEA3
Q05BR6	DHX9
Q3TWI1	LOX
Q9JJ33	GNAS
A0A0A6YWF2	PTPRC
D6RJ26	HSPA14
F6V0N5	CACNA1I
F7AJZ3	TUBGCP3
F7CXE4	GM7535
J3QPD5	GM9602
Q5DTL8	SEL1L
Q69ZA3	SLX4
Q8CHD0	FRYL
A0A0A6YXZ6	QRICH1
A2AL76	ASPH
B1AUB4	GATA1
B7ZCT1	RGS19
F6XWB2	IGKV1-99
F6ZZK0	CUL3
Q3UN86	NOTUMOS
Q8BT06	CD63
A0S0D6	HIPK1
E0CXE3	CNTN6
E0CXU3	NIFK
E0CXZ8	DNM3
E9Q803	YLPM1
F6Q750	MACF1
H7BWZ3	ARPC3
L7N265	TCP10A
Q3TTI6	SRPK1
Q3TZX4	GM20100
Q3UEX5	CLCN3
Q3UQY6	HECTD1
Q3UXX9	HAX1
Q3UZ41	GPR65
Q3V2L7	PTPRJ
Q4V9U3	ARL1
Q62411	NEB
Q8BSC5	NAB2
B0LAB7	CNBD2
B1AV64	OPHN1
D3YVA0	MDFI
E9Q023	NAA20
E9Q327	APOE
E9Q6S5	AGPAT4
E9Q7U0	KCNMB3
F6QPP0	ARMC9
G3UZE6	OBOX5
Q2TJI4	PCDH7
Q3TBS9	TIMM9
Q3TG40	CCNG2
Q3THT9	MRPS18B
Q3TRZ1	NLGN1
Q3UJB7	PEX2
Q3UQC8	INSRR
Q3V1H2	FIRRE
Q8HWA0	GPANK1
A0JLM5	MED15
A2VCS3	UBR4
D3Z642	4930595D18RIK
E0CXD9	SURF4
E9PXV8	FGFR2
E9Q5F4	ACTB
E9Q6Z0	CUL5
G3UYD9	GM19345
G3X9N2	GRXCR1
Q3TBE1	H2-AB1
Q3TK73	RPL7
Q3TS50	HNRNPU
Q3UET2	BAZ2A
Q3V2T8	MAGED2
A0A087WRC0	TPP2
A2AIS0	CACNA1B
E9PUU1	DUSP12
E9PWW6	ZC3H7A
E9Q5Q3	GM8206
E9Q605	CHUK
E9Q992	PARP3
Q3TWE1	LAMP2
Q3U2C0	GBP8
Q3UID6	GMCL1
Q3UTU2	PDGFRA
Q3V3X1	PLS1
Q7JFR0	H2-DMB2
A2RRI1	TPM1
E9PVD2	ITIH4
E9Q2G4	4931406B18RIK
E9PX29	SPTBN4
E9Q8B6	GM4788
G3UXW5	KHDC3
G3UZX1	VARS
Q3TP15	BMP2K
Q3TY17	FAM57A
Q3U2H3	MAPK3
Q3UF58	CAT
Q3V1C4	ATP2A1
Q3V2L4	GM10398
Q3V330	DVL2
Q7TRA5	OLFR976
Q8BJ40	GM6498
Q8CD62	TENM4
Q8K381	LRCH4
Q9QZ36	TCP-1
Q9D9D7	ATP5C1
B2RUH7	PCDHB2
E9QNN1	DHX9
J3JS85	APOH
Q5XQJ4	H2-AB
Q8BSX1	COL9A3
Q8BYQ8	LRRTM4
Q8C6E9	PURA
Q8R0Q5	TRIM26
Q5NC80	NME1
O08977	AML1
H3BJ80	FGGY
H3BK48	CTAGE5
H3BK76	TRP73
Q14BI3	CSF3R
Q8CHV1	TSR3
A0A0G2JEF7	ZFP655
A0A0E4B213	LC
A0A0G2JGE9	EFNA3
A0A0G2JE72	0610040J01RIK
A0A0G2JGW8	IGKV12-89
A0A0G2JFU0	HENMT1
A0A0J9YUK7	OCIAD1
A0A0J9YVC3	CTBP1
A0A0J9YTZ7	HSPH1
A0A0J9YU62	CTBP1
Q69ZP5	ERGIC1
Q9Z0Q0	GML2
A0A0A6YXV8	CAMSAP2
A2AN97	SEC23B
A5YMZ4	COXI
D6RFT1	DGKQ
F6UMS9	CRTC3
F6WIE4	GM10563
F6XTB7	ARHGAP26
F6ZJ27	EDC4
F7BLT7	GNAO1
J3QMC2	PFN1
L7N469	GM3259
Q2TJJ5	KLRA4
Q5DT35	KLRI1
Q5FWA5	CWC22
Q9CXR6	MIS18A
A0A067XG51	FGF13
A2AD97	MXRA8
B2RU54	TMEM104
B8JJZ9	ZFP563
F2Z425	CD180
E9QPT8	MMP1A
F6WI82	SLC18B1
F6Y626	CRTC3
F7BHL0	KCNMA1
Q5NC01	SFI1
Q8BJ53	UBAP2L
Q8C4L1	MAN2A1
Q8CCH8	FBXW2
A0A0A6YX62	PABPC4L
A1X3U7	GAS8
A1YYN1	FGFR2
A2ALF0	DNAJC8
B0QZJ3	ZBTB4
B2RXP0	MAMLD1
B7ZCR1	UCKL1
F6QFE2	DONSON
F6V328	GGT1
H8ZX99	SRY
Q1HL33	ADRA2A
Q3UYY0	CRYZ
Q9CW78	UROS
A0A0A6YY47	NCAM1
C4TGC3	ANKRD27
E0CXP9	SMDT1
E9Q8G4	TCF4
F6U338	NCOR1
F6ZVN6	TSR1
Q3TXY3	TMEM201
Q3V0T3	SIPA1L2
Q5SZ94	SLC17A1
Q8R1X2	DNAJA4
Q9CY59	CYB5R3
B9EKP7	PDZRN4
E9Q7T3	GM10719
E9Q8R5	TRABD
F6QS43	SMARCA1
G3UY14	GTF2I
L7N231	GM15292
Q3TTT5	CNNM3
Q3TX19	VPS53
Q3TXT5	ATP6V0A1
Q3U486	ANGPT4
Q3UFX8	MYO9B
Q3UJ26	NCOA4
Q3UK88	GRK6
E9PXE0	SERPINF2
Q3UGC3	CALD1
B7ZND3	ERG
E9PY80	NAALAD2
E9Q028	GOLGB1
E9Q548	GM20518
E9Q5Q0	ATXN2L
E9Q9A3	SNAP91
G3UXK7	HCCS
Q3U4T0	GM11201
Q3ULR9	GM10510
Q3UN84	HSPB6
B2RUM0	FBXW10
C7TQ55	CACNB2
G5E813	EVX2
L7N2B3	VMN2R68
Q3TDU7	SLC23A2
Q3U1F1	ATXN7L1
B1AXX9	DNAJA1
E9PUR5	PRODH
E9PWM4	HACL1
E9Q004	GTPBP2
E9Q0L7	SMPD4
E9Q774	AKAP11
E9QA73	LRRC4C
F6TNN8	SLC22A5
Q3TDV7	ARGLU1
Q3TTB0	CENPI
Q3U3Y8	F630042J09RIK
Q3UE77	SERPINA3F
Q3UNW2	CYP2D9
Q3UXD1	GM14812
Q3ZB50	MYBL1
Q9CS13	ZFP955B
E9PUG4	TTLL9
E9PWW2	TOR1AIP1
E9PYE2	TYW3
E9Q093	PFDN5
G3UZV5	RPL27A
Q3TET0	CCT7
Q3TLT9	CD44
Q3TMD2	SERPINH1
Q3TTH5	NASP
Q3U055	PLOD2
Q3U5Q3	EFTUD2
Q3UGR1	SAFB2
Q3UU73	SLFN1
Q3UXX7	ZFPM2
Q3ZAT4	MC3R
B7ZMT4	NWD1
E9Q3M0	SMAD2
Q3TIJ4	RTCA
Q3TPD6	PTPN13
Q811N3	ENV
A0A077K846	ALG11
Q571G2	EXOSC8
Q9D0B9	2610028H24RIK
B1AWI3	GBA2
E3VRZ1	KCNMA1
F6RGN1	HID1
Q05DS7	SEC31A
Q3TP03	SUSD6
Q8BIE3	ZFP236
Q8BUK9	CCDC141
Q8C8L1	LRRTM2
Z4YMC8	RNF215
A2ARJ0	STAM
E9QLK8	TEDDM1A
E9QM38	SLC12A2
Q3TEC4	SECISBP2L
Q80VM2	SPACA1
Q8CH79	ASPH
Q91X69	CD5
A0A087WSG4	TRIP12
C7TQ56	CACNB2
E3VRY7	KCNMA1
Q3TA69	RAP1GDS1
Q5XQI8	H2-EB
Q8BQV8	SULT4A1
Q8C9G2	GM11292
Q8CH70	NAIP5
Q8VCP7	SLAIN2
Q920W8	FAU
Q99KU3	FARP1
Q9D6H6	NDUFB3
D3Z3R5	2010107G12RIK
E9QLW8	DMKN
A0A087WQF2	PTPRN
A0A0A6YWM5	RAB3GAP2
D3YVV4	FUCA2
D3YX61	RHOJ
D3Z213	TAX1BP1
D3Z3W7	RAD9B
D3Z564	TAB2
D6RCV8	ERMAP
M0QWF2	APOL11B
Q45G30	METRN
Q70LV5	DEFA-RS2
Q8C2S9	MVP
Q8C8T4	GM5546
Q9CTQ8	ZFP148
C7B5P5	SOX9
D3YWJ2	ZFP931
D3YZ82	LUC7L
D3Z1W5	SULT2A3
D3Z324	OASL2
D3Z4S7	ADGRL3
V9GXP6	MARVELD1
V9GXQ7	POU2F1
F8WH42	LIF
H3BJ30	CPSF6
M0QWY3	MRPS14
A2N3K1	VA11.1
H3BJ99	ATP2C1
H3BLB1	PHOSPHO1
J3KML9	GM21913
J3KMQ2	GM5422
Q1WIL9	CADM1
Q9CX79	NTPCR
H3BJH5	CERS5
H3BLB9	PAN3
Q14C43	CACNG6
S4R294	PRRC2C
Q571I1	MFLJ00331
Q76NI2	MCM4(CDC21)
K7N731	VMN1R57
Q7TMZ1	ZFP706
Q8CJ74	DROSHA
V9GXL7	INPP5J
M9MMK3	SKINT8
Q3TV01	CHAD
S4R2I1	SBSN
A0A0G2JE76	TRAJ11
A0A0G2JFW5	CLCA3A2
A0A0N4SWD3	PCYOX1
A0A0G2JDQ2	AP4B1
A0A0G2JG36	IGKV14-100
A0A0G2JGQ5	DHX15
A0A0G2JFQ0	ALDH2
A0A0J9YV67	BSPH2
A0A0J9YTW8	FAM193A
A0A0J9YV96	PPM1G
A0A0J9YTQ7	EIF2B4
A0A0J9YUA0	STX1A
A0A0J9YV27	POLR1D
A0A0N4SUW7	ANTXR1
A0A0N4SVR4	GYS2
Q9CS31	RPL24
Q8K3L4	OAS1E
Q99KQ8	SVIL
Q9CUF2	NCOA4
A0A075B617	TRAV16D-DV11
Q921T1	TGFB2
Q05C78	PTPN11
Q3U1I0	PRKCH
Q80ZL3	EPS15
Q9CVI1	NQO2
D6RJL3	CLEC4N
F6VMA8	TMEM91
Q03679	CEACAM1
Q69ZK2	MKIAA1411
A2A4B3	LPIN3
A2A6J7	LSP1
A2AAN9	RNF157
A2ALT1	A
B0R030	SNAP23
B5B2U1	NFATC3
D6RHR4	SNHG11
F6U1Y8	PARP9
F6VVW4	ABLIM2
F6XX07	GM21970
F7ANC5	LRRCC1
J3QP38	GM21900
Q05DM3	KEAP1
A0A075B694	TRAV14-2
A0A0A6YWC8	VIM
B8JK07	CYP4F13
S4R197	PDE10A
A0A0A6YXA3	IGHV8-6
B1AZ25	COBLL1
E9QKG2	KATNA1
F6XW53	KCNMA1
F7C376	CACNA1C
Q3YEA6	RSPH1
Q9D9L6	1700052K11RIK
A2A521	DNAH17
A2AQN9	GSS
B1AUA8	HDAC6
E9Q2U4	NAA35
E9QNY3	MYL10
Q3V1W0	GM10560
Q923B5	MGC7817
A0S0L2	HIPK1
B1AS67	PLEKHG5
E9PXF8	SBF2
E9Q104	GM9930
Q3U226	SLC35C2
Q3U336	SYNPO
Q3UCU5	ARRB2
Q3UET6	GFRA2
Q3UG18	MBD4
Q3URJ3	GAD2
Q3UUU7	DMXL1
Q3UWZ3	NCOR1
Q3V0D7	FAM186A
Q3V1S4	ZFP407
Q3V3S8	PPP2R5B
Q8BQK8	PURB
E9Q7K7	JAKMIP3
Q3TAG2	FAM208B
Q3TCI2	AMFR
Q3U0L7	AW011738
A8DUP5	HBBT1
B2RX16	ADAM20
E9QNF5	FMR1
Q2M4I8	PTPNS1
Q3TR56	IQGAP1
Q69ZH8	MKIAA1509
Q8BLK7	VPS18
A0A023NCS0	CYTB
F6RU40	SPEG
F6SRT8	NAV3
Q3T9Q0	TBC1D20
Q3TJP1	RBM39
Q3TZR0	SEC16A
A0A024CDU6	SMN2
Q3TRD9	FGD1
Q3U0Q9	TNS1
Q9CRK7	PSMD2
E9QM99	DOCK10
L7N271	GM7970
Q501K2	KBTBD7
Q8BQI6	ZMYM1
A0A087WPW4	GM21976
A0A087WRE7	ADHFE1
A0A0B6VNE1	MC1R
D3YWN5	LRRC49
E9QLN8	RNASEH1
Q3TBR0	RNF10
Q3UUS9	LUC7L2
Q6NZP7	ZFP941
Q80T47	GRM5
Q8BM84	ELAVL1
Q8BU81	KIF9
Q8C6Q2	2410022M11RIK
Q8CBR2	9530056K15RIK
Q8K172	IGH
E0CXY4	NHSL1
E9PX16	SLC25A3
H7BX49	WDR90
Q3TX45	APOE
Q3UBN9	SLFN8
B0LAA9	PGK1
E9LV94	SUN1
G3UXQ1	PPP2R1A
E3VX10	XPR1
Q3TKX5	DDX10
Q3TQJ5	KIF21A
Q8R4D8	IPAS
F6TK47	DEPDC5
F8WJ30	PFDN2
Q14AX7	ADGRG2
Q3TTK4	TDRD7
Q6PD20	MCCC2
Q8C0Y3	TOMM40L
Q8VHG7	OBOX2
A0A087WPI9	CNTN2
A2AC95	KIF19A
H3BLA0	RBM48
Q3TPH5	SYT11
Q7TPN0	GM13212
Q80XL0	ZFYVE9
Q8BPC3	IFIT3B
Q8C5B5	PLIN2
Q8CE15	NKAIN2
Q99JR0	SLC37A3
Q9CTT1	2510046G10RIK
Q9D4I1	MYO18B
A0A087WPF1	GM28062
A0A087WPV0	ZFP708
A0A0A6YVV2	GPX1
D3YYQ1	RNF44
D3Z3N2	AKT2
D3Z6F3	INO80C
O88862	CAD
Q3TUC6	BTBD9
Q5QIE1	DYX1C1
Q61898	ZFP51
Q6P6L4	ZBTB12
Q80TL6	MKIAA1042
Q8K3N0	CLCN1
Q8VE81	WSB1
Q9D3N9	ARF3
A0A0A6YWJ9	ASTN1
D3YXM9	RASSF7
D3Z0E6	BPNT1
Q99KA7	GRHL2
A0A075B5L4	IGKV12-89
D6RDD3	RASGRP2
D6REI7	RTCA
Q9CW87	CYP51
S4R2I5	CCND3
A0A0A6YX04	GM29866
A2AG49	MAGED2
B2RUH4	PCDHB5
D3YYZ1	LDLRAD1
D3Z0P3	SERPINA11
D3Z307	TAT
Q6PEA6	RAD51L1
A0A0A6YXJ6	HYAL2
B7XGA6	ALPL
H3BKI3	LHX2
Q3UM94	PTGER4
H3BJ05	EFCAB8
H3BJ89	STX5A
Q0VGS0	FBXO16
Q8HWA4	MILL1
Q6NV85	PTCD3
Q6RJ38	H2-D1
Q7M752	PANK3
Q8VDK9	FAM160A2
Q99JX6	ANXA6
S4R2P0	SLC35B4
D6RFN9	PDE9A
Q05C33	TARDBP
Q6PD18	ADAMTS7
Q9D679	TAPBP
B3STQ1	STRN3
D6RFT2	FBXO22
D6RHR3	FGGY
O55083	ANP
Q69ZK3	TULP4
Q8VI11	CHRNA3
Q9D776	MKRN2
B0QZP2	OLFR1
Z4YLB7	NPTN
O70366	TRP53
Q66K11	COL6A3
Q9R1I4	CPQ
A0A0A6YVW0	TADA3
A0A0B4J1E4	GPR39
A2ABY0	NPB
A2AMD7	GPCPD1
B0QZP9	CLK4
B7ZCP5	CPNE1
F2Z404	NPRL3
F6QQB5	COG1
F6WJL8	SLC38A11
F6ZS99	TMEM222
F7A4U8	CSNK1D
F7CNH8	STAB2
J3QPT1	GM3159
L7MU37	RHOX3H
Q3UF17	EHMT1
D3YZ01	PLD5
D3Z7D0	METTL10
F6SKQ8	AXIN1
L7N2C3	GM7138
Q498A7	TMEM259
Q7TPZ4	GDF9
Q8BLI1	MYH10
Q8BS93	TMEM2
Q8BT64	5730407I07RIK
Q8R3K8	MTMR10
Q9CRW7	CCT8
Q9CVD6	DDX46
H3BKV3	TRMT1
Q3UX08	CHIC1
Q61352	CEACAM1
Q8BJ10	MYLK
Q8BT93	RESP18
Q8BY34	SH3PXD2B
Q8CD59	ITSN2
Q8VDC5	CCNB3
D3YUG4	LYPLA1
D3YXZ7	SLC35A3
D3Z0S1	ANXA4
D3Z3P3	TRIP4
D3Z6D4	HERC3
Q05DT7	RAD23A
Q6NZE9	WNT9A
Q7TNG9	CAR6
Q8BT49	DUBR
V9GXC4	GM16867
A0A087WNN4	APBB1
A0A0A6YY02	IFRD2
D3YUZ2	CCDC63
D3YVN5	SCUBE2
D3YXJ2	GM9920
D3YYP8	ITGB2
D3Z0B7	TSPAN4
D3Z2A1	TBC1D14
D3Z2B4	XPR1
D3Z592	KCNT2
I6L9H1	DVL2
Q6ZPV3	SULF2
F8WH46	0610010K14RIK
H3BJF6	ZWILCH
H3BJG5	WDR17
O54944	AE2
Q8R241	ISY1
A0A076N1C3	KIDINS220
V9GXE5	SMOX
K7N6Y8	GM8265
Q14BL3	ACTL11
Q8BPF3	2700081O15RIK
Q8C795	SOAT1
S4R247	CACNG3
A0A0M3HEP4	TEX26
A0A0N4SUN2	SLCO1B2
A0A0J9YV25	TMEM248
A0A0N4SVH5	DERA
E9QKA2	ESRRB
Q3UX71	AUTS2
Q9D6P6	DUSP19
D2JZZ5	DLC1
D6RGB3	TMEM72
E0CYC5	MROH1
Q05C26	THSD1
Q61274	ALPHA-CARDIAC
Q7TT34	APLP2
Q9D2T5	DYNLT3
A2AGI2	NLGN3
D6REU5	GRWD1
D6RIQ6	FAM45A
E0CYC1	ADCK3
E0CZ22	MROH1
G3EZR8	CLEC2G
O35692	BRD4
Q4FJT0	MATR3
Q62333	OLFR28
Q9D943	PARD3B
A7M7S2	NPRL3
B7ZCA9	TEFM
D3Z640	C2CD3
D6RFD6	RFT1
D6RFU2	ABHD12
E0CYI9	GCC2
E9Q1I1	GM3893
F6U9Y2	SCN3A
F7CCK2	MAF1
J3QMU2	SLC2A4
Q5SVF8	THOC5
Q8BZ69	UBAP2L
Z4YN22	0610010F05RIK
A0A0U1RVH3	TRBV31
A2AIU8	PAX8
A3KFU5	PABPC4
B1ARS0	CAP1
D6RDS9	STT3A
D6RIL4	WDR77
F6TS96	TLE3
F6ZRA6	GM11115
F7BCB7	ZBTB8OS
F7DEW2	BC055324
J3QNQ0	SPIN2E
Q3ULN5	FKBP1A
Q6DLW9	AHR
Q8BVD4	GCDH
A2AHJ1	TLR7
A3KG38	IKBKG
B2FDI0	CHN1
E9QP36	PLEKHN1
F6QSC4	MGL2
F6VVN1	FNBP1
F7B4H2	ALKBH4
O55019	OLFR1355
Q3TIT2	TSPYL3
Q3UNG3	IFIT1
Q3UUZ3	CEBPZ
Q3V075	EIF4G3
Q80VJ0	COL6A3
Q8C339	ACE
Q9EQD6	K16
A2ADH8	NIPAL3
Q3U1V0	GM10655
Q3UM66	ADAMTS12
Q3URN8	CPSF2
Q3UYJ7	ZC3H12B
Q3UZ65	CD3G
A2A4U4	ZFP663
B1AQX1	SKAP1
B7ZN80	CCDC178
D3Z1P9	PATE2
E0CXE5	CCDC79
E9PY99	METTL20
E9Q2G8	MARK2
E9QAK1	SULT2A8
F6S185	PIK3IP1
H7BX09	GRIP1
P79569	Q9
Q3TWL8	PSAP
Q3U9K2	GRN
Q3UEE4	PITPNM2
Q3UNQ7	GM10609
Q3UVZ6	PCMTD1
Q3V241	GM20064
Q5UBE7	SLC6A4
Q8BJR2	EDEM2
V9GWT1	RHOX3F
A0A087WP91	GRAMD1A
A0A087WQN7	XRN1
D3YTW6	6330408A02RIK
D3YWD1	COL6A3
D3YYR8	TRF
D3Z5V2	CPNE4
E9PVN6	GM20498
E9PZM7	SCAF11
E9Q500	MIER2
E9QAS9	FMR1
Q8BP37	MPP6
Q8C3Z3	TMOD3
Q99LA6	IGH
A0A075B5K5	IGKV2-112
Q3TAF8	HPS4
Q3TNS0	EVC2
Q6ZPV9	MKIAA1212
Q6ZQJ0	EXOSC7
A2A7A3	GM13154
Q6PGE5	ZFP407
Q8BHW1	UTP18
Q8BPQ6	PARD3
Q8CF03	COMMD7
A0A087WRK7	KCNQ1
H3BLH4	TSC22D1
